answer_llm,answer_orig,document,question,course
"The command that needs to be run to fix the port allocation error in Docker is:

```bash
docker kill $(docker ps -q)
```","I was getting the below error when I rebuilt the docker image although the port was not allocated, and it was working fine.
Error message:
Error response from daemon: driver failed programming external connectivity on endpoint beautiful_tharp (875be95c7027cebb853a62fc4463d46e23df99e0175be73641269c3d180f7796): Bind for 0.0.0.0:9696 failed: port is already allocated.
Solution description
Issue has been resolved running the following command:
docker kill $(docker ps -q)
https://github.com/docker/for-win/issues/2722
Asia Saeed",f7b38587,Which command needs to be run to fix the port allocation error in Docker?,machine-learning-zoomcamp
"Answer: Yes, you can find more information regarding this issue here: https://github.com/docker/for-win/issues/2722.","I was getting the below error when I rebuilt the docker image although the port was not allocated, and it was working fine.
Error message:
Error response from daemon: driver failed programming external connectivity on endpoint beautiful_tharp (875be95c7027cebb853a62fc4463d46e23df99e0175be73641269c3d180f7796): Bind for 0.0.0.0:9696 failed: port is already allocated.
Solution description
Issue has been resolved running the following command:
docker kill $(docker ps -q)
https://github.com/docker/for-win/issues/2722
Asia Saeed",f7b38587,Can you provide a link to more information regarding the port allocation error in Docker?,machine-learning-zoomcamp
Asia Saeed.,"I was getting the below error when I rebuilt the docker image although the port was not allocated, and it was working fine.
Error message:
Error response from daemon: driver failed programming external connectivity on endpoint beautiful_tharp (875be95c7027cebb853a62fc4463d46e23df99e0175be73641269c3d180f7796): Bind for 0.0.0.0:9696 failed: port is already allocated.
Solution description
Issue has been resolved running the following command:
docker kill $(docker ps -q)
https://github.com/docker/for-win/issues/2722
Asia Saeed",f7b38587,Who reported the solution for the 'port is already allocated' error in Docker?,machine-learning-zoomcamp
"The client side shows the following error message when binding to 127.0.0.1:5000:

File ""C:\python\lib\site-packages\urllib3\connectionpool.py"", line 703, in urlopen …………………..
raise ConnectionError(err, request=request)
requests.exceptions.ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))","I was getting the error on client side with this
Client Side:
File ""C:\python\lib\site-packages\urllib3\connectionpool.py"", line 703, in urlopen …………………..
raise ConnectionError(err, request=request)
requests.exceptions.ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
Sevrer Side:
It showed error for gunicorn
The waitress  cmd was running smoothly from server side
Solution:
Use the ip-address as 0.0.0.0:8000 or 0.0.0.0:9696.They are the ones which do work max times
Aamir Wani",be86b333,What error message does the client side show when binding to 127.0.0.1:5000?,machine-learning-zoomcamp
"The line in connectionpool.py that indicates a connection error is:

raise ConnectionError(err, request=request)","I was getting the error on client side with this
Client Side:
File ""C:\python\lib\site-packages\urllib3\connectionpool.py"", line 703, in urlopen …………………..
raise ConnectionError(err, request=request)
requests.exceptions.ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
Sevrer Side:
It showed error for gunicorn
The waitress  cmd was running smoothly from server side
Solution:
Use the ip-address as 0.0.0.0:8000 or 0.0.0.0:9696.They are the ones which do work max times
Aamir Wani",be86b333,What line in connectionpool.py indicates a connection error?,machine-learning-zoomcamp
The error message that shows on the server side when using gunicorn is not specified in the provided text.,"I was getting the error on client side with this
Client Side:
File ""C:\python\lib\site-packages\urllib3\connectionpool.py"", line 703, in urlopen …………………..
raise ConnectionError(err, request=request)
requests.exceptions.ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
Sevrer Side:
It showed error for gunicorn
The waitress  cmd was running smoothly from server side
Solution:
Use the ip-address as 0.0.0.0:8000 or 0.0.0.0:9696.They are the ones which do work max times
Aamir Wani",be86b333,What error message shows on the server side when using gunicorn?,machine-learning-zoomcamp
The waitress command.,"I was getting the error on client side with this
Client Side:
File ""C:\python\lib\site-packages\urllib3\connectionpool.py"", line 703, in urlopen …………………..
raise ConnectionError(err, request=request)
requests.exceptions.ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
Sevrer Side:
It showed error for gunicorn
The waitress  cmd was running smoothly from server side
Solution:
Use the ip-address as 0.0.0.0:8000 or 0.0.0.0:9696.They are the ones which do work max times
Aamir Wani",be86b333,What command runs smoothly on the server side instead of gunicorn?,machine-learning-zoomcamp
0.0.0.0:8000 or 0.0.0.0:9696.,"I was getting the error on client side with this
Client Side:
File ""C:\python\lib\site-packages\urllib3\connectionpool.py"", line 703, in urlopen …………………..
raise ConnectionError(err, request=request)
requests.exceptions.ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
Sevrer Side:
It showed error for gunicorn
The waitress  cmd was running smoothly from server side
Solution:
Use the ip-address as 0.0.0.0:8000 or 0.0.0.0:9696.They are the ones which do work max times
Aamir Wani",be86b333,Which IP addresses should be used for better success when binding?,machine-learning-zoomcamp
"To install md5sum on macOS, use the command `brew install md5sha1sum`.","Install it by using command
% brew install md5sha1sum
Then run command to check hash for file to check if they the same with the provided
% md5sum model1.bin dv.bin
Olga Rudakova",4ea80460,What is the command to install md5sum on macOS?,machine-learning-zoomcamp
You can install md5sum on Mac by using the command `brew install md5sha1sum`.,"Install it by using command
% brew install md5sha1sum
Then run command to check hash for file to check if they the same with the provided
% md5sum model1.bin dv.bin
Olga Rudakova",4ea80460,Which tool do I use to install md5sum on Mac?,machine-learning-zoomcamp
